lot,ocena
PA/14959,87
PA/14960,81
PA/14961,85
PA/14962,69
PA/14963,69
PA/14964,72
PA/14965,83
PA/14966,86
PA/14967,72
PA/14968,76
PA/14969,86
PA/14970,69
PA/14971,68
PA/14972,68
PA/14973,67
PA/14974,81
PA/14975,83
PA/14976,80
PA/14977,74
PA/14978,67
PA/14979,73
PA/14980,75
PA/14981,71
PA/14982,82
PA/14983,82
PA/14984,78
PA/14985,73
PA/14986,77
PA/14987,87
PA/14988,71
PA/14989,74
PA/14990,79
PA/14991,83
PA/14992,84
PA/14993,71
PA/14994,69
PA/14995,86
PA/14996,67
PA/14997,70
PA/14998,84
PA/14999,68
PA/15000,84
PA/15001,75
PA/15002,77
PA/15003,84
PA/15004,75
PA/15005,70
PA/15006,87
PA/15007,73
PA/15008,75
PA/15009,78
PA/15010,78
PA/15011,68
PA/15012,72
PA/15013,81
PA/15014,70
PA/15015,77
PA/15016,69
PA/15017,85
PA/15018,76
PA/15019,68
PA/15020,73
PA/15021,85
PA/15022,81
PA/15023,83
PA/15024,72
PA/15025,86
PA/15026,79
PA/15027,78
PA/15028,72
PA/15029,85
PA/15030,69
PA/15031,79
PA/15032,73
PA/15033,79
PA/15034,87
PA/15035,67
PA/15036,79
PA/15037,81
PA/15038,86
PA/15039,70
PA/15040,68
PA/15041,69
PA/15042,80
PA/15043,77
PA/15044,67
PA/15045,68
PA/15046,81
PA/15047,82
PA/15048,84
PA/15049,75
PA/15050,75
PA/15051,68
PA/15052,76
PA/15053,76
PA/15054,71
PA/15055,87
PA/15056,77
PA/15057,74
PA/15058,84
PA/15059,86
PA/15060,67
PA/15061,79
PA/15062,73
PA/15063,70
PA/15064,72
PA/15065,70
PA/15066,78
PA/15067,84
PA/15068,82
PA/15069,83
PA/15070,79
PA/15071,76
PA/15072,74
PA/15073,68
PA/15074,77
PA/15075,75
PA/15076,67
PA/15077,80
PA/15078,67
PA/15079,81
PA/15080,79
PA/15081,73
PA/15082,85
PA/15083,80
PA/15084,87
PA/15085,76
PA/15086,67
PA/15087,79
PA/15088,78
PA/15089,79
PA/15090,80
PA/15091,83
PA/15092,87
PA/15093,71
PA/15094,67
PA/15095,72
PA/15096,79
PA/15097,81
PA/15098,86
PA/15099,68
PA/15100,80
PA/15101,75
PA/15102,71
PA/15103,87
PA/15104,77
PA/15105,87
PA/15106,81
PA/15107,77
PA/15108,87
PA/15109,86
PA/15110,81
PA/15111,69
PA/15112,71
PA/15113,87
PA/15114,67
PA/15115,82
PA/15116,75
PA/15117,80
PA/15118,77
PA/15119,85
PA/15120,69
PA/15121,87
PA/15122,82
PA/15123,86
PA/15124,74
PA/15125,87
PA/15126,68
PA/15127,75
PA/15128,86
PA/15129,84
PA/15130,69
PA/15131,82
PA/15132,68
PA/15133,73
PA/15134,71
PA/15135,86
PA/15136,76
PA/15137,87
PA/15138,80
PA/15139,74
PA/15140,72
PA/15141,86
PA/15142,80
PA/15143,81
PA/15144,85
PA/15145,86
PA/15146,71
PA/15147,83
PA/15148,83
PA/15149,80
PA/15150,87
PA/15151,85
PA/15152,70
PA/15153,73
PA/15154,75
PA/15155,77
PA/15156,72
PA/15157,84
PA/15158,69
PA/15159,82
PA/15160,80
PA/15161,86
PA/15162,81
PA/15163,75
PA/15164,78
PA/15165,87
PA/15166,72
PA/15167,79
PA/15168,67
PA/15169,81
PA/15170,84
PA/15171,68
PA/15172,69
PA/15173,71
PA/15174,81
PA/15175,67
PA/15176,77
PA/15177,68
PA/15178,85
PA/15179,71
PA/15180,81
PA/15181,81
PA/15182,80
PA/15183,73
PA/15184,83
PA/15185,71
PA/15186,87
PA/15187,80
PA/15188,67
PA/15189,79
PA/15190,67
PA/15191,84
PA/15192,75
PA/15193,77
PA/15194,82
PA/15195,82
PA/15196,82
PA/15197,68
PA/15198,76
PA/15199,82
PA/15200,75
PA/15201,71
PA/15202,85
PA/15203,78
PA/15204,85
PA/15205,74
PA/15206,79
PA/15207,86
PA/15208,75
PA/15209,77
PA/15210,82
PA/15211,80
PA/15212,69
PA/15213,84
PA/15214,86
PA/15215,84
PA/15216,74
PA/15217,87
PA/15218,84
PA/15219,76
PA/15220,74
PA/15221,77
PA/15222,84
PA/15223,77
PA/15224,73
PA/15225,75
PA/15226,70
PA/15227,70
PA/15228,73
PA/15229,70
PA/15230,68
PA/15231,84
PA/15232,71
PA/15233,73
PA/15234,68
PA/15235,86
PA/15236,69
PA/15237,86
PA/15238,82
PA/15239,81
PA/15240,69
PA/15241,82
PA/15242,71
PA/15243,74
PA/15244,80
PA/15245,87
PA/15246,77
PA/15247,77
PA/15248,80
PA/15249,82
PA/15250,72
PA/15251,86
PA/15252,73
PA/15253,85
PA/15254,75
PA/15255,72
PA/15256,83
PA/15257,73
PA/15258,75
PA/15259,80
PA/15260,75
PA/15261,86
PA/15262,77
PA/15263,71
PA/15264,82
PA/15265,73
PA/15266,84
PA/15267,73
PA/15268,77
PA/15269,71
PA/15270,73
PA/15271,71
PA/15272,85
PA/15273,78
PA/15274,78
PA/15275,74
PA/15276,71
PA/15277,68
PA/15278,72
PA/15279,72
PA/15280,75
PA/15281,70
PA/15282,87
PA/15283,86
PA/15284,77
PA/15285,77
PA/15286,73
PA/15287,80
PA/15288,76
PA/15289,76
PA/15290,83
PA/15291,75
PA/15292,76
PA/15293,73
PA/15294,68
PA/15295,73
PA/15296,84
PA/15297,78
PA/15298,87
PA/15299,72
PA/15300,87
PA/15301,68
PA/15302,71
PA/15303,79
PA/15304,84
PA/15305,85
PA/15306,79
PA/15307,68
PA/15308,72
PA/15309,83
PA/15310,67
PA/15311,81
PA/15312,83
PA/15313,78
PA/15314,87
PA/15315,77
PA/15316,78
PA/15317,76
PA/15318,77
PA/15319,68
PA/15320,87
PA/15321,77
PA/15322,76
PA/15323,84
PA/15324,68
PA/15325,69
PA/15326,85
PA/15327,71
PA/15328,77
PA/15329,78
PA/15330,68
PA/15331,85
PA/15332,67
PA/15333,70
PA/15334,68
PA/15335,75
PA/15336,77
PA/15337,69
PA/15338,85
PA/15339,83
PA/15340,81
PA/15341,79
PA/15342,77
PA/15343,79
PA/15344,76
PA/15345,70
PA/15346,72
PA/15347,77
PA/15348,70
PA/15349,79
PA/15350,69
PA/15351,79
PA/15352,85
PA/15353,84
PA/15354,82
PA/15355,79
PA/15356,77
PA/15357,79
PA/15358,81
PA/15359,73
PA/15360,82
PA/15361,76
PA/15362,73
PA/15363,67
PA/15364,81
PA/15365,85
PA/15366,87
PA/15367,69
PA/15368,79
PA/15369,82
PA/15370,71
PA/15371,76
PA/15372,84
PA/15373,87
PA/15374,77
PA/15375,71
PA/15376,72
PA/15377,67
PA/15378,86
PA/15379,72
PA/15380,83
PA/15381,75
PA/15382,86
PA/15383,82
PA/15384,82
PA/15385,69
PA/15386,68
PA/15387,75
PA/15388,78
PA/15389,84
PA/15390,73
PA/15391,77
PA/15392,75
PA/15393,85
PA/15394,86
PA/15395,76
PA/15396,85
PA/15397,84
PA/15398,75
PA/15399,78
PA/15400,75
PA/15401,75
PA/15402,87
PA/15403,71
PA/15404,68
PA/15405,73
PA/15406,77
PA/15407,87
PA/15408,70
PA/15409,74
PA/15410,86
PA/15411,87
PA/15412,76
PA/15413,69
PA/15414,69
PA/15415,69
PA/15416,73
PA/15417,68
PA/15418,70
PA/15419,80
PA/15420,84
PA/15421,79
PA/15422,84
PA/15423,76
PA/15424,71
PA/15425,76
PA/15426,68
PA/15427,67
PA/15428,76
PA/15429,80
PA/15430,85
PA/15431,77
PA/15432,78
PA/15433,81
PA/15434,82
PA/15435,78
PA/15436,71
PA/15437,75
PA/15438,81
PA/15439,81
PA/15440,81
PA/15441,79
PA/15442,71
PA/15443,71
PA/15444,72
PA/15445,78
PA/15446,83
PA/15447,85
PA/15448,72
PA/15449,74
PA/15450,71
PA/15451,69
PA/15452,82
PA/15453,80
PA/15454,82
PA/15455,78
PA/15456,75
PA/15457,75
PA/15458,86
PA/15459,83
PA/15460,82
PA/15461,75
PA/15462,70
PA/15463,68
PA/15464,68
PA/15465,74
PA/15466,76
PA/15467,82
PA/15468,77
PA/15469,82
PA/15470,68
PA/15471,70
PA/15472,74
PA/15473,79
PA/15474,78
PA/15475,87
PA/15476,78
PA/15477,68
PA/15478,80
PA/15479,74
PA/15480,77
PA/15481,76
PA/15482,87
PA/15483,81
PA/15484,81
PA/15485,82
PA/15486,73
PA/15487,82
PA/15488,78
PA/15489,78
PA/15490,74
PA/15491,74
PA/15492,81
PA/15493,70
PA/15494,85
PA/15495,81
PA/15496,69
PA/15497,81
PA/15498,78
PA/15499,69
PA/15500,72
PA/15501,78
PA/15502,81
PA/15503,72
PA/15504,75
PA/15505,80
PA/15506,83
PA/15507,78
PA/15508,75
PA/15509,77
PA/15510,81
PA/15511,87
PA/15512,84
PA/15513,80
PA/15514,74
PA/15515,79
PA/15516,79
PA/15517,83
PA/15518,70
PA/15519,79
PA/15520,67
PA/15521,84
PA/15522,67
PA/15523,86
PA/15524,87
PA/15525,71
PA/15526,80
PA/15527,76
PA/15528,82
PA/15529,85
PA/15530,73
PA/15531,75
PA/15532,75
PA/15533,75
PA/15534,85
PA/15535,78
PA/15536,80
PA/15537,77
PA/15538,71
PA/15539,79
PA/15540,71
PA/15541,77
PA/15542,68
PA/15543,74
PA/15544,77
PA/15545,68
PA/15546,82
PA/15547,86
PA/15548,87
PA/15549,69
PA/15550,75
PA/15551,75
PA/15552,80
PA/15553,74
PA/15554,84
PA/15555,82
PA/15556,72
PA/15557,86
PA/15558,85
PA/15559,79
PA/15560,67
PA/15561,78
PA/15562,75
PA/15563,72
PA/15564,76
PA/15565,67
PA/15566,84
PA/15567,68
PA/15568,71
PA/15569,78
PA/15570,79
PA/15571,73
PA/15572,81
PA/15573,68
PA/15574,82
PA/15575,84
PA/15576,72
PA/15577,71
PA/15578,68
PA/15579,70
PA/15580,75
PA/15581,83
PA/15582,73
PA/15583,76
PA/15584,87
PA/15585,75
PA/15586,84
PA/15587,85
PA/15588,68
PA/15589,73
PA/15590,83
PA/15591,68
PA/15592,79
PA/15593,77
PA/15594,68
PA/15595,69
PA/15596,78
PA/15597,69
PA/15598,80
PA/15599,72
PA/15600,82
PA/15601,75
PA/15602,67
PA/15603,81
PA/15604,75
PA/15605,74
PA/15606,79
PA/15607,83
PA/15608,76
PA/15609,67
PA/15610,86
PA/15611,87
PA/15612,83
PA/15613,71
PA/15614,85
PA/15615,80
PA/15616,76
PA/15617,75
PA/15618,80
PA/15619,84
PA/15620,71
PA/15621,87
PA/15622,84
PA/15623,73
PA/15624,85
PA/15625,82
PA/15626,74
PA/15627,68
PA/15628,87
PA/15629,84
PA/15630,87
PA/15631,72
PA/15632,78
PA/15633,70
PA/15634,68
PA/15635,70
PA/15636,86
PA/15637,75
PA/15638,84
PA/15639,83
PA/15640,85
PA/15641,67
PA/15642,71
PA/15643,86
PA/15644,69
PA/15645,76
PA/15646,78
PA/15647,79
PA/15648,69
PA/15649,67
PA/15650,72
PA/15651,77
PA/15652,67
PA/15653,83
PA/15654,68
PA/15655,84
PA/15656,77
PA/15657,73
PA/15658,83
PA/15659,79
PA/15660,82
PA/15661,74
PA/15662,83
PA/15663,67
PA/15664,86
PA/15665,74
PA/15666,80
PA/15667,69
PA/15668,84
PA/15669,74
PA/15670,72
PA/15671,84
PA/15672,85
PA/15673,67
PA/15674,81
PA/15675,73
PA/15676,75
PA/15677,73
PA/15678,77
PA/15679,87
PA/15680,72
PA/15681,72
PA/15682,72
PA/15683,74
PA/15684,70
PA/15685,74
PA/15686,72
PA/15687,84
PA/15688,75
PA/15689,84
PA/15690,76
PA/15691,70
PA/15692,82
PA/15693,71
PA/15694,76
PA/15695,79
PA/15696,84
PA/15697,71
PA/15698,77
PA/15699,78
PA/15700,83
PA/15701,68
PA/15702,73
PA/15703,76
PA/15704,68
PA/15705,80
PA/15706,85
PA/15707,86
PA/15708,80
PA/15709,84
PA/15710,77
PA/15711,75
PA/15712,82
PA/15713,85
PA/15714,76
PA/15715,86
PA/15716,68
PA/15717,85
PA/15718,73
PA/15719,85
PA/15720,83
PA/15721,70
PA/15722,80
PA/15723,71
PA/15724,70
PA/15725,74
PA/15726,76
PA/15727,79
PA/15728,77
PA/15729,79
PA/15730,78
PA/15731,78
PA/15732,69
PA/15733,68
PA/15734,72
PA/15735,78
PA/15736,79
PA/15737,75
PA/15738,73
PA/15739,78
PA/15740,85
PA/15741,73
PA/15742,68
PA/15743,71
PA/15744,84
PA/15745,72
PA/15746,67
PA/15747,85
PA/15748,77
PA/15749,76
PA/15750,78
PA/15751,70
PA/15752,74
PA/15753,83
PA/15754,67
PA/15755,79
PA/15756,78
PA/15757,71
PA/15758,76
PA/15759,87
PA/15760,83
PA/15761,80
PA/15762,85
PA/15763,72
PA/15764,85
PA/15765,77
PA/15766,75
PA/15767,86
PA/15768,81
PA/15769,81
PA/15770,69
PA/15771,71
PA/15772,73
PA/15773,87
PA/15774,83
PA/15775,72
PA/15776,69
PA/15777,77
PA/15778,82
PA/15779,84
PA/15780,83
PA/15781,70
PA/15782,69
PA/15783,82
PA/15784,87
PA/15785,75
PA/15786,68
PA/15787,83
PA/15788,75
PA/15789,69
PA/15790,80
PA/15791,82
PA/15792,83
PA/15793,87
PA/15794,68
PA/15795,80
PA/15796,87
PA/15797,85
PA/15798,79
PA/15799,81
PA/15800,87
PA/15801,79
PA/15802,68
PA/15803,73
PA/15804,74
PA/15805,72
PA/15806,73
PA/15807,79
PA/15808,68
PA/15809,84
PA/15810,72
PA/15811,72
PA/15812,81
PA/15813,76
PA/15814,76
PA/15815,85
PA/15816,77
PA/15817,81
PA/15818,86
PA/15819,73
PA/15820,79
PA/15821,85
PA/15822,73
PA/15823,83
PA/15824,71
PA/15825,85
PA/15826,85
PA/15827,70
PA/15828,70
PA/15829,82
PA/15830,76
PA/15831,78
PA/15832,67
PA/15833,78
PA/15834,85
PA/15835,74
PA/15836,78
PA/15837,68
PA/15838,77
PA/15839,76
PA/15840,74
PA/15841,85
PA/15842,75
PA/15843,75
PA/15844,70
PA/15845,75
PA/15846,75
PA/15847,84
PA/15848,77
PA/15849,79
PA/15850,72
PA/15851,83
PA/15852,81
PA/15853,83
PA/15854,79
PA/15855,79
PA/15856,76
PA/15857,69
PA/15858,78
PA/15859,77
PA/15860,69
PA/15861,80
PA/15862,70
PA/15863,79
PA/15864,82
PA/15865,70
PA/15866,67
PA/15867,72
PA/15868,87
PA/15869,71
PA/15870,68
PA/15871,73
PA/15872,75
PA/15873,67
PA/15874,84
PA/15875,67
PA/15876,70
PA/15877,74
PA/15878,77
PA/15879,76
PA/15880,73
PA/15881,78
PA/15882,67
PA/15883,87
PA/15884,70
PA/15885,67
PA/15886,74
PA/15887,67
PA/15888,86
PA/15889,75
PA/15890,79
PA/15891,78
PA/15892,81
PA/15893,75
PA/15894,75
PA/15895,81
PA/15896,81
PA/15897,78
PA/15898,72
PA/15899,73
PA/15900,77
PA/15901,86
PA/15902,72
PA/15903,84
PA/15904,84
PA/15905,86
PA/15906,76
PA/15907,83
PA/15908,76
PA/15909,79
PA/15910,74
PA/15911,69
PA/15912,75
PA/15913,84
PA/15914,85
PA/15915,69
PA/15916,79
PA/15917,74
PA/15918,77
PA/15919,81
PA/15920,69
PA/15921,79
PA/15922,73
PA/15923,85
PA/15924,70
PA/15925,75
PA/15926,70
PA/15927,80
PA/15928,76
PA/15929,79
PA/15930,71
PA/15931,85
PA/15932,81
PA/15933,77
PA/15934,87
PA/15935,79
PA/15936,76
PA/15937,87
PA/15938,82
PA/15939,68
PA/15940,75
PA/15941,84
PA/15942,75
PA/15943,87
PA/15944,77
PA/15945,83
PA/15946,85
PA/15947,76
PA/15948,74
PA/15949,78
PA/15950,70
PA/15951,74
PA/15952,76
PA/15953,85
PA/15954,71
PA/15955,82
PA/15956,86
PA/15957,70
PA/15958,80
PA/15959,68
PA/15960,74
PA/15961,86
PA/15962,83
PA/15963,85
PA/15964,69
PA/15965,72
PA/15966,84
PA/15967,74
PA/15968,78
PA/15969,81
PA/15970,74
PA/15971,71
PA/15972,68
PA/15973,75
PA/15974,86
PA/15975,86
PA/15976,87
PA/15977,75
PA/15978,75
PA/15979,81
PA/15980,81
PA/15981,70
PA/15982,78
PA/15983,72
PA/15984,76
PA/15985,75
PA/15986,82
PA/15987,81
PA/15988,84
PA/15989,75
PA/15990,82
PA/15991,70
PA/15992,72
PA/15993,69
PA/15994,87
PA/15995,83
PA/15996,71
PA/15997,83
PA/15998,84
PA/15999,82
PA/16000,69
PA/16001,82
PA/16002,69
PA/16003,79
PA/16004,82
PA/16005,84
PA/16006,73
PA/16007,84
PA/16008,68
PA/16009,69
PA/16010,72
PA/16011,82
PA/16012,74
PA/16013,72
PA/16014,69
PA/16015,68
PA/16016,70
PA/16017,81
PA/16018,87
PA/16019,77
PA/16020,69
PA/16021,75
PA/16022,71
PA/16023,73
PA/16024,79
PA/16025,67
PA/16026,85
PA/16027,87
PA/16028,80
PA/16029,80
PA/16030,84
PA/16031,84
PA/16032,75
PA/16033,72
PA/16034,76
PA/16035,74
PA/16036,82
PA/16037,86
PA/16038,77
PA/16039,79
PA/16040,71
PA/16041,69
PA/16042,70
PA/16043,87
PA/16044,69
PA/16045,81
PA/16046,83
PA/16047,74
PA/16048,69
PA/16049,68
PA/16050,71
PA/16051,78
PA/16052,87
PA/16053,82
PA/16054,70
PA/16055,82
PA/16056,87
PA/16057,74
PA/16058,86
PA/16059,69
PA/16060,73
PA/16061,79
PA/16062,84
PA/16063,77
PA/16064,70
PA/16065,86
PA/16066,73
PA/16067,71
PA/16068,70
PA/16069,79
PA/16070,76
PA/16071,84
PA/16072,72
PA/16073,67
PA/16074,82
PA/16075,71
PA/16076,86
PA/16077,69
PA/16078,87
PA/16079,73
PA/16080,68
PA/16081,71
PA/16082,87
PA/16083,78
PA/16084,79
PA/16085,71
PA/16086,79
PA/16087,77
PA/16088,79
PA/16089,74
PA/16090,83
PA/16091,75
PA/16092,83
PA/16093,81
PA/16094,72
PA/16095,75
PA/16096,72
PA/16097,78
PA/16098,72
PA/16099,75
PA/16100,76
PA/16101,85
PA/16102,80
PA/16103,74
PA/16104,74
PA/16105,76
PA/16106,78
PA/16107,74
PA/16108,83
PA/16109,82
PA/16110,67
PA/16111,78
PA/16112,72
PA/16113,87
PA/16114,73
PA/16115,68
PA/16116,76
PA/16117,85
PA/16118,80
PA/16119,74
PA/16120,75
PA/16121,75
PA/16122,87
PA/16123,83
PA/16124,75
PA/16125,78
PA/16126,79
PA/16127,76
PA/16128,71
PA/16129,74
PA/16130,80
PA/16131,67
PA/16132,77
PA/16133,77
PA/16134,72
PA/16135,76
PA/16136,80
PA/16137,78
PA/16138,83
PA/16139,79
PA/16140,70
PA/16141,84
PA/16142,77
PA/16143,75
PA/16144,80
PA/16145,71
PA/16146,68
PA/16147,71
PA/16148,87
PA/16149,78
PA/16150,80
PA/16151,69
PA/16152,73
PA/16153,71
PA/16154,67
PA/16155,76
PA/16156,84
PA/16157,67
PA/16158,78
PA/16159,87
PA/16160,73
PA/16161,68
PA/16162,73
PA/16163,70
PA/16164,74
PA/16165,84
PA/16166,77
PA/16167,76
PA/16168,73
PA/16169,74
PA/16170,69
PA/16171,80
PA/16172,83
PA/16173,83
PA/16174,79
PA/16175,76
PA/16176,69
PA/16177,68
PA/16178,87
PA/16179,72
PA/16180,71
PA/16181,67
PA/16182,83
PA/16183,80
PA/16184,68
PA/16185,70
PA/16186,74
PA/16187,82
PA/16188,79
PA/16189,82
PA/16190,86
PA/16191,80
PA/16192,79
PA/16193,73
PA/16194,77
PA/16195,76
PA/16196,71
PA/16197,87
PA/16198,70
PA/16199,80
PA/16200,83
PA/16201,70
PA/16202,69
PA/16203,82
PA/16204,85
PA/16205,80
PA/16206,79
PA/16207,69
PA/16208,83
PA/16209,74
PA/16210,73
PA/16211,67
PA/16212,73
PA/16213,87
PA/16214,73
PA/16215,68
PA/16216,86
PA/16217,82
PA/16218,76
PA/16219,68
PA/16220,80
PA/16221,72
PA/16222,67
PA/16223,79
PA/16224,77
PA/16225,76
PA/16226,81
PA/16227,83
PA/16228,86
PA/16229,81
PA/16230,83
PA/16231,76
PA/16232,82
PA/16233,77
PA/16234,76
PA/16235,85
PA/16236,71
PA/16237,84
PA/16238,69
PA/16239,71
PA/16240,80
PA/16241,73
PA/16242,74
PA/16243,70
PA/16244,79
PA/16245,78
PA/16246,72
PA/16247,74
PA/16248,79
PA/16249,82
PA/16250,76
PA/16251,77
PA/16252,84
PA/16253,84
PA/16254,68
PA/16255,82
PA/16256,69
PA/16257,74
PA/16258,70
PA/16259,69
PA/16260,87
PA/16261,70
PA/16262,80
PA/16263,71
PA/16264,80
PA/16265,84
PA/16266,76
PA/16267,85
PA/16268,82
PA/16269,73
PA/16270,87
PA/16271,85
PA/16272,78
PA/16273,72
PA/16274,73
PA/16275,84
PA/16276,78
PA/16277,85
PA/16278,75
PA/16279,83
PA/16280,87
PA/16281,77
PA/16282,81
PA/16283,86
PA/16284,80
PA/16285,76
PA/16286,80
PA/16287,71
PA/16288,77
PA/16289,76
PA/16290,83
PA/16291,76
PA/16292,83
PA/16293,86
PA/16294,72
PA/16295,74
PA/16296,79
PA/16297,80
PA/16298,85
PA/16299,85
PA/16300,86
PA/16301,72
PA/16302,84
PA/16303,79
PA/16304,77
PA/16305,73
PA/16306,67
PA/16307,70
PA/16308,81
PA/16309,81
PA/16310,86
PA/16311,85
PA/16312,82
PA/16313,81
PA/16314,67
PA/16315,68
PA/16316,78
PA/16317,87
PA/16318,77
PA/16319,69
PA/16320,82
PA/16321,75
PA/16322,78
PA/16323,69
PA/16324,84
PA/16325,77
PA/16326,82
PA/16327,80
PA/16328,83
PA/16329,78
PA/16330,77
PA/16331,77
PA/16332,73
PA/16333,68
PA/16334,72
PA/16335,67
PA/16336,77
PA/16337,68
PA/16338,75
PA/16339,78
PA/16340,87
PA/16341,82
PA/16342,78
PA/16343,84
PA/16344,84
PA/16345,67
PA/16346,78
PA/16347,77
PA/16348,68
PA/16349,81
PA/16350,86
PA/16351,85
PA/16352,69
PA/16353,79
PA/16354,68
PA/16355,83
PA/16356,79
PA/16357,73
PA/16358,73
PA/16359,82
PA/16360,78
PA/16361,77
PA/16362,83
PA/16363,76
PA/16364,80
PA/16365,85
PA/16366,72
PA/16367,75
PA/16368,86
PA/16369,75
PA/16370,84
PA/16371,73
PA/16372,70
PA/16373,83
PA/16374,67
PA/16375,67
PA/16376,73
PA/16377,73
PA/16378,87
PA/16379,71
PA/16380,67
PA/16381,72
PA/16382,80
PA/16383,69
PA/16384,69
PA/16385,76
PA/16386,83
PA/16387,78
PA/16388,77
PA/16389,74
PA/16390,72
PA/16391,68
PA/16392,76
PA/16393,72
PA/16394,76
PA/16395,73
PA/16396,81
PA/16397,67
PA/16398,76
PA/16399,87
PA/16400,85
PA/16401,82
PA/16402,70
PA/16403,87
PA/16404,83
PA/16405,78
PA/16406,79
PA/16407,71
PA/16408,85
PA/16409,84
PA/16410,77
PA/16411,83
PA/16412,78
PA/16413,69
PA/16414,76
PA/16415,68
PA/16416,84
PA/16417,82
PA/16418,83
PA/16419,70
PA/16420,72
PA/16421,68
PA/16422,80
PA/16423,82
PA/16424,73
PA/16425,70
PA/16426,78
PA/16427,82
PA/16428,81
PA/16429,81
PA/16430,68
PA/16431,86
PA/16432,76
PA/16433,76
PA/16434,72
PA/16435,85
PA/16436,78
PA/16437,79
PA/16438,83
PA/16439,67
PA/16440,72
PA/16441,70
PA/16442,81
PA/16443,74
PA/16444,85
PA/16445,73
PA/16446,74
PA/16447,77
PA/16448,77
PA/16449,74
PA/16450,75
PA/16451,87
PA/16452,73
PA/16453,87
PA/16454,67
PA/16455,86
PA/16456,67
PA/16457,86
PA/16458,76
PA/16459,72
PA/16460,84
PA/16461,82
PA/16462,84
PA/16463,84
PA/16464,70
PA/16465,79
PA/16466,80
PA/16467,83
PA/16468,74
PA/16469,76
PA/16470,84
PA/16471,84
PA/16472,70
PA/16473,67
PA/16474,86
PA/16475,84
PA/16476,86
PA/16477,87
PA/16478,77
PA/16479,75
PA/16480,73
PA/16481,70
PA/16482,73
PA/16483,87
PA/16484,85
PA/16485,76
PA/16486,72
PA/16487,79
PA/16488,80
PA/16489,86
PA/16490,69
PA/16491,87
PA/16492,67
PA/16493,70
PA/16494,69
PA/16495,77
PA/16496,76
PA/16497,72
PA/16498,70
PA/16499,87
PA/16500,87
PA/16501,69
PA/16502,87
PA/16503,82
PA/16504,87
PA/16505,83
PA/16506,75
PA/16507,69
PA/16508,78
PA/16509,74
PA/16510,78
PA/16511,71
PA/16512,69
PA/16513,79
PA/16514,83
PA/16515,68
PA/16516,85
PA/16517,86
PA/16518,85
PA/16519,69
PA/16520,79
PA/16521,69
PA/16522,84
PA/16523,85
PA/16524,79
PA/16525,79
PA/16526,74
PA/16527,70
PA/16528,78
PA/16529,76
PA/16530,75
PA/16531,69
PA/16532,82
PA/16533,84
PA/16534,72
PA/16535,71
PA/16536,73
PA/16537,67
PA/16538,84
PA/16539,76
PA/16540,77
PA/16541,68
PA/16542,74
PA/16543,79
PA/16544,80
PA/16545,67
PA/16546,73
PA/16547,75
PA/16548,79
PA/16549,84
PA/16550,77
PA/16551,74
PA/16552,81
PA/16553,76
PA/16554,74
PA/16555,71
PA/16556,75
PA/16557,81
PA/16558,78
PA/16559,85
PA/16560,79
PA/16561,82
PA/16562,69
PA/16563,78
PA/16564,79
PA/16565,86
PA/16566,81
PA/16567,82
PA/16568,68
PA/16569,80
PA/16570,70
PA/16571,84
PA/16572,77
PA/16573,77
PA/16574,72
PA/16575,87
PA/16576,72
PA/16577,76
PA/16578,80
PA/16579,84
PA/16580,68
PA/16581,82
PA/16582,79
PA/16583,84
PA/16584,77
PA/16585,82
PA/16586,73
PA/16587,71
PA/16588,75
PA/16589,73
PA/16590,76
PA/16591,83
PA/16592,87
PA/16593,86
PA/16594,75
PA/16595,84
PA/16596,67
PA/16597,77
PA/16598,67
PA/16599,77
PA/16600,68
PA/16601,84
PA/16602,67
PA/16603,74
PA/16604,78
PA/16605,69
PA/16606,84
PA/16607,78
PA/16608,83
PA/16609,70
PA/16610,70
PA/16611,79
PA/16612,78
PA/16613,86
PA/16614,75
PA/16615,71
PA/16616,70
PA/16617,84
PA/16618,86
PA/16619,84
PA/16620,79
PA/16621,87
PA/16622,72
PA/16623,84
PA/16624,86
PA/16625,75
PA/16626,74
PA/16627,68
PA/16628,67
PA/16629,75
PA/16630,73
PA/16631,78
PA/16632,82
PA/16633,70
PA/16634,82
PA/16635,72
PA/16636,78
PA/16637,74
PA/16638,81
PA/16639,74
PA/16640,72
PA/16641,86
PA/16642,77
PA/16643,70
PA/16644,70
PA/16645,74
PA/16646,83
PA/16647,77
PA/16648,75
PA/16649,80
PA/16650,71
PA/16651,72
PA/16652,77
PA/16653,82
PA/16654,68
PA/16655,72
PA/16656,69
PA/16657,75
PA/16658,84
PA/16659,86
PA/16660,71
PA/16661,84
PA/16662,75
PA/16663,75
PA/16664,79
PA/16665,68
PA/16666,79
PA/16667,67
PA/16668,68
PA/16669,78
PA/16670,81
PA/16671,69
